ds,yhat,yhat_lower,yhat_upper
2004-11-05,4.923827321048809,-0.4536964790032262,10.071139910534885
2004-11-06,4.663039753436252,-0.2078754585217395,9.70509450153924
2004-11-07,4.484310834455848,-0.789112524171707,9.745383615223732
2004-11-08,4.352101461171498,-0.6954154529935889,9.510043198959647
2004-11-09,4.409548766873092,-0.7018357603695469,9.629213971767587
2004-11-10,4.392871972081682,-0.7119131550923268,9.836533236183971
2004-11-11,4.261987768043912,-1.1044682187035115,9.252511170332292
2004-11-12,3.970939581230278,-1.0610285165650444,9.166006824840869
2004-11-13,3.7148467326672043,-1.4128106601204693,8.936096148895443
2004-11-14,3.533469447628617,-1.6114882292645232,8.840009546943186
2004-11-15,3.3911990661101967,-1.5634706052774232,8.167728946953197
2004-11-16,3.43130801224405,-2.2734006751272613,8.452785943937494
2004-11-17,3.3903608030560184,-1.2818569109299462,8.333797486614268
2004-11-18,3.2288287180797797,-2.3498707055148484,8.758845870142666
2004-11-19,2.90151231356003,-2.023646746760399,8.033540619726285
2004-11-20,2.6044778032836113,-2.730349545783874,8.093425548640743
2004-11-21,2.3786034461762027,-3.176081216879081,7.176090839722584
2004-11-22,2.1895456505401585,-3.068670836901927,7.624287295763733
2004-11-23,2.1819598804790807,-3.0040710070396415,7.543788190663519
2004-11-24,2.0938783284066558,-2.9847954862163255,7.445657337493638
2004-11-25,1.887287798107172,-3.3744846384510514,7.122365722151019
2004-11-26,1.518512923541465,-3.5403506082111966,6.752267458692135
2004-11-27,1.1851117805746716,-3.9548364122915434,6.594512735610166
2004-11-28,0.9293811327135479,-4.200192196888062,6.4850811233218035
2004-11-29,0.718282157204154,-4.689401688712456,5.922161377479106
2004-11-30,0.6976228772501001,-4.267517950027381,5.787205938269801
2004-12-01,0.6064003758020702,-4.447866146580208,6.150325873480611
2004-12-02,0.40734728620816885,-4.939146340759844,5.369401300416901
2004-12-03,0.057288644135569555,-5.380970117689186,5.346414406763359
2004-12-04,-0.24598300311288313,-5.170656587303471,5.158422811335595
2004-12-05,-0.46021629584458523,-5.372279491200604,4.699797354578392
2004-12-06,-0.6187821983735073,-5.788973165400688,4.6975714352733835
2004-12-07,-0.5764910071389036,-5.336991202712007,4.329289334337398
2004-12-08,-0.5952420132948699,-5.582108327131266,4.756734991803455
2004-12-09,-0.7134613875644975,-5.899085103999662,4.558489652146066
2004-12-10,-0.9757224723733744,-6.279117675762198,4.44750331963535
2004-12-11,-1.1858410564309354,-6.323406156349821,4.007987251725313
2004-12-12,-1.3033483607876946,-6.3282723913843855,4.143825226056529
2004-12-13,-1.3635312041775824,-6.28230617467831,4.187232710789072
2004-12-14,-1.223203776838754,-6.532485613105782,4.101534387809789
2004-12-15,-1.146308930276029,-6.3287609273692045,4.291723976164055
2004-12-16,-1.1733057763303014,-6.220203812575456,4.179923903951506
2004-12-17,-1.3507390746368797,-6.20410234491565,3.7367714147788096
2004-12-18,-1.484284311604739,-6.814585677973891,3.8426106276072995
2004-12-19,-1.5351725258849553,-6.569760755281165,3.785308985554212
2004-12-20,-1.5401856358775072,-6.473381958188354,3.554985543550849
2004-12-21,-1.3573879125010828,-6.8534072870885945,4.098943138669115
2004-12-22,-1.2516926112349047,-6.5075214568913395,3.77126169874622
2004-12-23,-1.2642215247634017,-6.305619176085486,3.968067593747328
2004-12-24,-1.4418537371218356,-6.34459713445035,3.830209903176479
2004-12-25,-1.590258094968636,-6.858530292150859,3.7554824202262895
2004-12-26,-1.670313855940984,-6.705624118988407,3.774965841960473
2004-12-27,-1.7181104545539956,-6.747183181700026,3.2150493356325813
2004-12-28,-1.5906919870521374,-7.146890828912891,3.675193248785855
2004-12-29,-1.5516451602494747,-6.638856418482261,3.766308289979839
2004-12-30,-1.6404879753137287,-6.441587691513231,3.602537770858535
2004-12-31,-1.9022547275183888,-7.015477639011133,3.196112242358075
2005-01-01,-2.1405709458815165,-7.174623148146658,3.1346176934796857
2005-01-02,-2.3141216721513205,-7.580481209050245,3.4518731865622967
