ds,yhat,yhat_lower,yhat_upper
2000-01-01,6.6873780307768325,0.9326492017125175,12.762399316921462
2000-01-02,6.527869061700676,0.7456841843141251,12.39355898889234
2000-01-03,6.445360996719284,0.3036002887464595,12.429477955656349
2000-01-04,6.447870718309419,0.3137641044280282,12.733219351430034
2000-01-05,6.325051771075145,0.09038564365657575,12.067560725766414
2000-01-06,6.111345668406786,0.14155079929184938,12.223136174492321
2000-01-07,5.7526325857355864,-0.007756485504379776,11.167144878571097
2000-01-08,5.465071790711747,-0.420784595665966,11.668416901662464
2000-01-09,5.240281530606282,-0.620173144461022,10.983049248790872
2000-01-10,5.10780017582659,-0.8600384811296834,11.257393461866865
2000-01-11,5.077206998495516,-0.6321300351448089,10.77122476237906
2000-01-12,4.939312655301677,-1.1597477783079833,11.37818381316376
2000-01-13,4.729284268283433,-1.4160692941874056,10.879694352052201
2000-01-14,4.393281170404892,-1.7045034371058116,10.258864066870535
2000-01-15,4.1472920327314,-1.9538293055741685,9.91602327841803
2000-01-16,3.982323142548106,-2.1140572379372222,9.703157183849347
2000-01-17,3.92687936158773,-1.962036908113777,9.554653234837767
2000-01-18,3.9891155624211976,-1.7649555451293384,10.060318928574418
2000-01-19,3.958067736466667,-2.2312478175870427,9.799670575088829
2000-01-20,3.866827521290107,-2.2371556443939453,9.642232617650638
2000-01-21,3.6592348299813953,-2.029458273311042,10.036916385815598
2000-01-22,3.548777716138316,-2.4889276676164642,9.19590312918797
2000-01-23,3.523847505750714,-2.2849631345081054,9.488890724884635
2000-01-24,3.6102888811110354,-2.819242006321378,9.41496609160777
2000-01-25,3.813620816463459,-2.0119695552951207,9.700185610028264
2000-01-26,3.9203356594096412,-2.0250403408652318,9.972119538758816
2000-01-27,3.961138258356911,-1.4593369905369464,10.054419049615056
2000-01-28,3.8776980750565038,-2.3508778652836457,10.033768942489031
2000-01-29,3.8816018242954566,-2.617484200363203,9.4149543106232
2000-01-30,3.959653277023218,-2.2429344253604064,9.611483404478069
2000-01-31,4.136458752059285,-2.293630891446938,9.83955127486001
2000-02-01,4.4166733029676415,-1.3629903112010378,9.860323159164002
2000-02-02,4.586314292017093,-1.2123810385172833,10.802225780857457
2000-02-03,4.676003956315242,-1.6651040593504356,10.749634198673537
2000-02-04,4.6277139239439276,-1.1821279176431307,10.548730277425562
2000-02-05,4.653699553067158,-1.0487728951268716,10.608957541257729
2000-02-06,4.741771362561762,-1.0502456355951861,10.17906700961058
2000-02-07,4.9178429936191765,-0.7812830774469857,10.671065168123574
2000-02-08,5.188131877899092,-0.5838352607113663,11.319033515791936
2000-02-09,5.340420693292819,-0.6026604282499605,11.46375585348526
2000-02-10,5.407242780904108,-0.5243422824292658,11.305017258232983
2000-02-11,5.3325661831957465,-0.5842065473429158,11.123035634793423
2000-02-12,5.330665962477726,-0.5958654805245053,11.280990669272638
2000-02-13,5.39133388683279,-0.25864914932954125,11.397092296628047
